Status ID,Status Type,Status Link,Status Name,Status Created Time,Status Message,Status Shares Count,Status Likes Count,Status Comments Count,Comment ID,Comment Created Time,Comment Message,Comment From,Comment Likes Count,Reply ID,Reply Created Time,Reply Message,Reply From,Reply Likes Count
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260789840650386,2016-11-10 22:00:12,"This is one big step to a digital economy, for a smart nation to stay competitive in new business model. Building and training our people with right skillset in this industry is crucial to keep our economy vibrant.",Wentian Lian (1312488892114667),14
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260867957309241,2016-11-10 22:30:18,"Thanks PM Lee for coming to visit us in this big day for Google, it's been exciting and inspiring. We have come a long way in the last 10+ years and are proud to have grown in this little Red Dot!",Gil Gaeta (10157787642600441),7
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1260842793978424,2016-11-10 22:21:55,"Mr Winson, please refer back to the National Day Rally 2016 speech by LHL to embrace Uber & Grab. https://www.youtube.com/watch?v=4b6ovLL3iEE  at 6:50",Danny Tong (10154686295173766),3
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261010010628369,2016-11-10 23:16:24,Danny Tong market in Singapore is too small to have so so many uber n grab Danny Tong,Winson Low (642881942548132),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261031580626212,2016-11-10 23:43:38,"Perhaps you might want to join Uber/Grab.
The last time I took a taxi was 3 years ago. Been using Uber/Grab ever since.

I am sick of having to pay extra charges for using credit card when I take taxi. The worst part is some taxi don't even accept credit cards or simply say that the machine is spoilt. Uber/Grab solved that problem for me.
I am sick of having to walk across streets from my house just to flag a taxi. With Uber/Grab, they solved my problem by waiting for me at the lifts area and best part is there isn't a booking fee. If Uber doesn't charge a booking fee, why should I call and book a taxi.

Come and convince me to take a taxi again when the taxi can solve my above few problems.",Lim Zhenghong (10154085539191724),2
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261125247283512,2016-11-11 01:54:55,"I think people's out there must read history already. Long Long time ago. Lee Kuan Yew had say before. There is will only 1 taxi Colour. And no private car and ba Wang Che. But end up. Now what? 

Is this a kind of lies? Or trying to twist their words?",Christina Wong (10154803273884684),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261132693949434,2016-11-11 02:08:40,"When time is good you enjoy and now you have competition you complain and ask the government for help
Learn to stand on your own two feet",Patrick Tay (1660806790877410),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261171167278920,2016-11-11 03:00:09,"Christina Wong as you have said it has spoken long long time ago, now that era has changed lets embrace the shifts and work what best for all of us",Angelica Wang (1176344485746081),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261182863944417,2016-11-11 03:08:38,"Oh so that mean it's was just a lies? 

No matter how Long it's is. Have to know that. That was his promise to every single one out there to everyone.",Christina Wong (10154803273884684),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261183530611017,2016-11-11 03:09:33,"So if you say don't complain. Mean after election cannot complain. But election time can complain is it? So taxi driver cannot speak for themselves? So what for Lee Hsien Long write on his Facebook page that would like to listen what other try to reach him. Might as well close the Facebook page. This is taxi driver freedom of speech isn't it? They are not trying to ask for help. But they want Lee Hsien Long to know what is going on. 

People's that earning big bucks of money. Will not understand about small bucks of money for others. 

And people's that say they have to learn to stand on their own feet but not asking  government for help. 

Can I ask a question? 

Who make this place become like this? Taxi driver rental fee how much a day? Do you all know? Did they earn. Go and count back. If that is your Father I don't think you all will say that easy.",Christina Wong (10154803273884684),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261211163941587,2016-11-11 03:39:10,I was the opposition voice for taxi drivers as I was sure biz may be affected. However after a while and recently I've realised the problems faced by commuters in a hurry but can't hail any cabs!! I've no choice but forced to try Grab or Uber by my children '-),Jen Lim C H (10210360804353159),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261301643932539,2016-11-11 06:02:25,Christina Wong,Kelvin Tay (10154701429273540),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261458817250155,2016-11-11 08:22:48,"Christina Wong unfortunately this is due to the taxi companies being unwillingly to change their regulations to better the lives of their drivers. No point blaming the govt really. Even you as a consumer will make purchasing decisions based on convenience, price and brand loyalty. The taxi industry has not innovated much, problems like not being able to get cab during peak hours, not willing to travel long distance when nearer to shift hours, rude and reckless driving, taking the long way instead of the shortest are all some problems faced by consumers. Unfortunately, Grab and Uber are able to solve every single one of these problems. I sympathise with the taxi folks, but if I'm at a rush for time I know which app I can depend on to get me to my destination.",Dominic Gabriel (10154068947915509),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261503887245648,2016-11-11 09:46:29,"Christina Wong yes, I acknowledge that rental fee from taxi company is high. But many still continue to drive for the taxi company and that why taxi company can safely continue to increase the rental. If one day everyone quit from the taxi company, we shall see how the taxi company handle it. We know it is never going to happen because not many is that daring to do it.

in short if you aren't able to adapt to the fast changing world, you will be OUT of the game. unfortunately, that is the reality of this world.

to us consumers, we speak with our money, if you have the best package we gladly pay for it.",Lim Zhenghong (10154085539191724),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261516313911072,2016-11-11 10:11:53,"Let's think back. If say not the government. So whose the one control the taxi? Is government. 

Grab and uber is who letting our? Whose have share Too? Government. Think back. 

Lim zhenghong. Don't tell me is a game. When already say. No matter what won't have private car. So is this tell us that voted them they can tell lies?",Christina Wong (10154803273884684),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261526633910040,2016-11-11 10:35:42,The thing is the people have spoken. We prefer the Grab and Uber model. The govt has a responsibility to ensure consumers have a right to choose and buy what they want. I do agree with you that taxi regulations need to change and the govt should look into it. The best way though is for Uber and Grab to continue their services and further pressure the taxi services into changing. Banning is out of the question.,Dominic Gabriel (10154068947915509),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260800543982649,2016-11-10 22:05:33,"Sir, please do something for taxi drivers, we are suffering really badly. There are too many grab and uber in Singapore causing us to not earn enough for our families",Winson Low (642881942548132),2,1260769963985707_1261538667242170,2016-11-11 11:02:48,Dominic Gabriel no banning for grab n uber. Of cause just need to control too small market in Singapore when high demand they are so expensive when low they re so cheap so how the taxi to earn a living😥,Winson Low (642881942548132),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260799363982767,2016-11-10 22:05:01,"I simply love the Google Technology.
I used them everyday without fail.",Mary Adele Ng (1164400240314672),2
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260780470651323,2016-11-10 21:55:01,"Did you drop by their pantry, Mr Lee? I heard it's like the land of Willy Wonka 😁",Tarnin Thamrin (1412112882162649),4
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261095853953118,2016-11-11 01:12:51,Just got excited reading the news earlier today! I ❤Google❣❣,Donn Chin (1320377944671543),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260963193966384,2016-11-10 22:48:14,Pl don't show this to trump...,Alex Han (10208831380836026),2,1260769963985707_1261336220595748,2016-11-11 07:13:41,Singaporeans can move back from America 😃,Sharon Chan (1895869077303838),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260819393980764,2016-11-10 22:13:39,May they find many opportunities here to expand their expert services to the Internet communities in this region.,Vincent Chong (1609983015972076),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261315290597841,2016-11-11 06:25:52,Thank you for setting up office here. But please stay out of Singapore internal domestic affairs.,Botak Lim (10209874446871131),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261042703958433,2016-11-10 23:54:27,If the TPP cannot be ratified and if Trump institutionalise a new tax regime - this could be short lived.,Tony Ong (10209274688236889),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261086000620770,2016-11-11 00:56:57,The average age of employees in this company does not seems to align with the aged population.,Otaku House (1770959653171252),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261001267295910,2016-11-10 23:04:43,That's is great I'm so happy for them! Especially since their new name Alphabet came from me! So congrats to Larry and the team on their growth and expansion!,Antonio Lee (501215346654841),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261048127291224,2016-11-11 00:00:46,This is an important milestone for Singapore.,Kilo Tami (1035700989891025),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260951587300878,2016-11-10 22:46:16,It's a strategic decision for Google to open an office in Singapore. It's good for both Google and Singapore.,Peter Ha (375865559422892),2
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260774363985267,2016-11-10 21:50:49,,Noorol Huda Abbas (10208092271850680),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260773773985326,2016-11-10 21:49:43,Thank you Mr Lee,Jeffery Han (1811821989095163),1
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1260995487296488,2016-11-10 22:58:26,"I was there, PM Lee! Great to see you looking well!",Julia d'Silva (663946863766165),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261044307291606,2016-11-10 23:56:24,,Adeline SH Chua (801979723275729),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261315363931167,2016-11-11 06:26:05,,Eddy Wong (532726863603264),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261000947295942,2016-11-10 23:04:14,Thank u for sharing Sir.,Phang Carol (1219861764741372),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261004457295591,2016-11-10 23:08:35,"""I left my heart in San Francisco,""",Lee Su Min (10211754623206952),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261118557284181,2016-11-11 01:44:03,finally! =) let's make this happen,Fajar Siddiq (10154627234811763),0
125845680811480_1260769963985707,video,https://www.facebook.com/leehsienloong/videos/1260769963985707/,<no name>,2016-11-10 21:46:06,"Toured the new Google campus at the launch of their new Asia Pacific headquarters in Singapore this morning. I’ve been to their headquarters in California (bit.ly/2fnG6vC), and I think they’ve managed to bring a bit of Silicon Valley to Singapore! – LHL

(PMO Video by Alex Qiu and Chiez How)",512,6340,96,1260769963985707_1261135303949173,2016-11-11 02:13:23,It's great honour to be a part of a. Future,Mohammed Rafi (1328805813818653),0
